run_name,epoch,lr,dropout,weight_decay,train_acc,val_acc,overfitting_gap,use_focal_loss,timestamp
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,82,2e-06,0.4,0.0005,61.63,67.51,-5.88,1,2025-08-13 09:15:07
lr2e-6_dr0.4_wd5e-4,62,2e-06,0.4,0.0005,63.77,66.55,-2.78,0,2025-08-13 09:15:19
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,35,2e-06,0.4,0.002,56.72,61.82,-5.10,1,2025-08-13 09:15:57
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,85,2e-06,0.4,0.001,60.74,65.11,-4.37,1,2025-08-13 09:16:13
lr2e-6_dr0.4_wd2e-3,21,2e-06,0.4,0.002,59.46,62.53,-3.07,0,2025-08-13 09:16:37
lr2e-6_dr0.4_wd1e-3,51,2e-06,0.4,0.001,62.25,65.31,-3.07,0,2025-08-13 09:17:06
lr2e-6_dr0.3_wd5e-4,119,2e-06,0.3,0.0005,71.81,69.19,2.62,0,2025-08-13 09:17:16
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,36,2e-06,0.4,0.002,56.96,62.37,-5.41,1,2025-08-13 09:17:57
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,86,2e-06,0.4,0.001,61.15,64.10,-2.95,1,2025-08-13 09:18:11
lr2e-6_dr0.3_wd1e-3,91,2e-06,0.3,0.001,68.36,68.58,-0.23,0,2025-08-13 09:18:29
lr2e-6_dr0.4_wd2e-3,22,2e-06,0.4,0.002,59.73,62.55,-2.82,0,2025-08-13 09:18:38
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,83,2e-06,0.4,0.0005,61.12,67.13,-6.01,1,2025-08-13 09:18:47
lr2e-6_dr0.4_wd5e-4,63,2e-06,0.4,0.0005,63.67,66.40,-2.74,0,2025-08-13 09:18:57
lr2e-6_dr0.4_wd1e-3,52,2e-06,0.4,0.001,62.65,65.27,-2.62,0,2025-08-13 09:19:09
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,37,2e-06,0.4,0.002,57.71,62.39,-4.68,1,2025-08-13 09:19:58
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,87,2e-06,0.4,0.001,60.94,64.10,-3.17,1,2025-08-13 09:20:09
lr2e-6_dr0.4_wd2e-3,23,2e-06,0.4,0.002,59.38,62.49,-3.11,0,2025-08-13 09:20:40
lr2e-6_dr0.3_wd5e-4,120,2e-06,0.3,0.0005,73.14,69.17,3.97,0,2025-08-13 09:20:56
lr2e-6_dr0.4_wd1e-3,53,2e-06,0.4,0.001,62.96,65.40,-2.43,0,2025-08-13 09:21:09
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,38,2e-06,0.4,0.002,56.92,62.29,-5.37,1,2025-08-13 09:21:59
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,88,2e-06,0.4,0.001,60.95,64.73,-3.78,1,2025-08-13 09:22:07
lr2e-6_dr0.3_wd1e-3,92,2e-06,0.3,0.001,68.17,68.40,-0.23,0,2025-08-13 09:22:09
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,84,2e-06,0.4,0.0005,61.73,66.97,-5.24,1,2025-08-13 09:22:27
lr2e-6_dr0.4_wd5e-4,64,2e-06,0.4,0.0005,63.52,66.55,-3.03,0,2025-08-13 09:22:35
lr2e-6_dr0.4_wd2e-3,24,2e-06,0.4,0.002,60.11,62.53,-2.42,0,2025-08-13 09:22:41
lr2e-6_dr0.4_wd1e-3,54,2e-06,0.4,0.001,62.41,65.13,-2.72,0,2025-08-13 09:23:11
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,39,2e-06,0.4,0.002,57.79,62.63,-4.84,1,2025-08-13 09:23:59
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,89,2e-06,0.4,0.001,60.44,64.97,-4.53,1,2025-08-13 09:24:07
lr2e-6_dr0.3_wd5e-4,121,2e-06,0.3,0.0005,72.89,69.15,3.74,0,2025-08-13 09:24:36
lr2e-6_dr0.4_wd2e-3,25,2e-06,0.4,0.002,60.30,62.97,-2.67,0,2025-08-13 09:24:43
lr2e-6_dr0.4_wd1e-3,55,2e-06,0.4,0.001,62.57,65.27,-2.71,0,2025-08-13 09:25:12
lr2e-6_dr0.3_wd1e-3,93,2e-06,0.3,0.001,68.22,68.70,-0.49,0,2025-08-13 09:25:51
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,40,2e-06,0.4,0.002,57.44,63.52,-6.08,1,2025-08-13 09:26:00
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,85,2e-06,0.4,0.0005,61.90,67.31,-5.41,1,2025-08-13 09:26:06
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,90,2e-06,0.4,0.001,61.35,65.21,-3.86,1,2025-08-13 09:26:07
lr2e-6_dr0.4_wd5e-4,65,2e-06,0.4,0.0005,63.62,66.40,-2.78,0,2025-08-13 09:26:14
lr2e-6_dr0.4_wd2e-3,26,2e-06,0.4,0.002,60.05,62.53,-2.48,0,2025-08-13 09:26:45
lr2e-6_dr0.4_wd1e-3,56,2e-06,0.4,0.001,62.71,65.29,-2.58,0,2025-08-13 09:27:12
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,41,2e-06,0.4,0.002,57.26,62.95,-5.70,1,2025-08-13 09:28:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,91,2e-06,0.4,0.001,61.06,65.23,-4.17,1,2025-08-13 09:28:07
lr2e-6_dr0.3_wd5e-4,122,2e-06,0.3,0.0005,72.37,69.45,2.92,0,2025-08-13 09:28:17
lr2e-6_dr0.4_wd2e-3,27,2e-06,0.4,0.002,60.65,63.12,-2.47,0,2025-08-13 09:28:45
lr2e-6_dr0.4_wd1e-3,57,2e-06,0.4,0.001,62.87,65.44,-2.57,0,2025-08-13 09:29:14
lr2e-6_dr0.3_wd1e-3,94,2e-06,0.3,0.001,68.92,68.00,0.92,0,2025-08-13 09:29:34
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,86,2e-06,0.4,0.0005,61.48,67.47,-5.99,1,2025-08-13 09:29:46
lr2e-6_dr0.4_wd5e-4,66,2e-06,0.4,0.0005,64.13,66.51,-2.37,0,2025-08-13 09:29:53
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,42,2e-06,0.4,0.002,57.56,62.07,-4.51,1,2025-08-13 09:30:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,92,2e-06,0.4,0.001,60.89,65.54,-4.65,1,2025-08-13 09:30:06
lr2e-6_dr0.4_wd2e-3,28,2e-06,0.4,0.002,60.34,62.99,-2.66,0,2025-08-13 09:30:47
lr2e-6_dr0.4_wd1e-3,58,2e-06,0.4,0.001,62.96,65.33,-2.38,0,2025-08-13 09:31:16
lr2e-6_dr0.3_wd5e-4,123,2e-06,0.3,0.0005,72.95,69.17,3.78,0,2025-08-13 09:31:59
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,43,2e-06,0.4,0.002,57.72,61.95,-4.22,1,2025-08-13 09:32:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,93,2e-06,0.4,0.001,60.97,65.66,-4.69,1,2025-08-13 09:32:09
lr2e-6_dr0.4_wd2e-3,29,2e-06,0.4,0.002,60.51,63.80,-3.29,0,2025-08-13 09:32:51
lr2e-6_dr0.3_wd1e-3,95,2e-06,0.3,0.001,68.97,68.54,0.43,0,2025-08-13 09:33:15
lr2e-6_dr0.4_wd1e-3,59,2e-06,0.4,0.001,62.71,65.23,-2.52,0,2025-08-13 09:33:18
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,87,2e-06,0.4,0.0005,61.92,66.79,-4.86,1,2025-08-13 09:33:27
lr2e-6_dr0.4_wd5e-4,67,2e-06,0.4,0.0005,64.52,66.63,-2.10,0,2025-08-13 09:33:34
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,44,2e-06,0.4,0.002,57.98,61.20,-3.22,1,2025-08-13 09:34:05
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,94,2e-06,0.4,0.001,61.28,66.18,-4.90,1,2025-08-13 09:34:12
lr2e-6_dr0.4_wd2e-3,30,2e-06,0.4,0.002,60.32,63.46,-3.14,0,2025-08-13 09:34:57
lr2e-6_dr0.4_wd1e-3,60,2e-06,0.4,0.001,62.63,64.93,-2.30,0,2025-08-13 09:35:24
lr2e-6_dr0.3_wd5e-4,124,2e-06,0.3,0.0005,73.36,69.25,4.11,0,2025-08-13 09:35:45
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,45,2e-06,0.4,0.002,57.59,63.03,-5.44,1,2025-08-13 09:36:10
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,95,2e-06,0.4,0.001,61.18,66.20,-5.02,1,2025-08-13 09:36:17
lr2e-6_dr0.4_wd2e-3,31,2e-06,0.4,0.002,60.91,63.50,-2.59,0,2025-08-13 09:37:02
lr2e-6_dr0.3_wd1e-3,96,2e-06,0.3,0.001,69.22,68.66,0.55,0,2025-08-13 09:37:04
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,88,2e-06,0.4,0.0005,61.81,67.45,-5.64,1,2025-08-13 09:37:11
lr2e-6_dr0.4_wd5e-4,68,2e-06,0.4,0.0005,64.35,67.35,-3.00,0,2025-08-13 09:37:22
lr2e-6_dr0.4_wd1e-3,61,2e-06,0.4,0.001,62.75,64.51,-1.76,0,2025-08-13 09:37:28
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,46,2e-06,0.4,0.002,57.33,62.45,-5.12,1,2025-08-13 09:38:16
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,96,2e-06,0.4,0.001,61.14,65.84,-4.70,1,2025-08-13 09:38:21
lr2e-6_dr0.4_wd2e-3,32,2e-06,0.4,0.002,61.56,64.16,-2.60,0,2025-08-13 09:39:05
lr2e-6_dr0.3_wd5e-4,125,2e-06,0.3,0.0005,72.77,69.25,3.52,0,2025-08-13 09:39:31
lr2e-6_dr0.4_wd1e-3,62,2e-06,0.4,0.001,63.10,65.07,-1.97,0,2025-08-13 09:39:31
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,47,2e-06,0.4,0.002,57.55,62.27,-4.72,1,2025-08-13 09:40:17
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,97,2e-06,0.4,0.001,61.38,66.04,-4.66,1,2025-08-13 09:40:23
lr2e-6_dr0.3_wd1e-3,97,2e-06,0.3,0.001,68.81,68.83,-0.02,0,2025-08-13 09:40:51
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,89,2e-06,0.4,0.0005,62.17,67.37,-5.21,1,2025-08-13 09:40:56
lr2e-6_dr0.4_wd5e-4,69,2e-06,0.4,0.0005,64.36,66.42,-2.07,0,2025-08-13 09:41:07
lr2e-6_dr0.4_wd2e-3,33,2e-06,0.4,0.002,61.38,63.64,-2.26,0,2025-08-13 09:41:08
lr2e-6_dr0.4_wd1e-3,63,2e-06,0.4,0.001,62.94,65.52,-2.57,0,2025-08-13 09:41:32
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,48,2e-06,0.4,0.002,57.61,62.61,-5.00,1,2025-08-13 09:42:18
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,98,2e-06,0.4,0.001,61.60,65.31,-3.71,1,2025-08-13 09:42:24
lr2e-6_dr0.4_wd2e-3,34,2e-06,0.4,0.002,60.95,64.27,-3.32,0,2025-08-13 09:43:09
lr2e-6_dr0.3_wd5e-4,126,2e-06,0.3,0.0005,72.74,69.11,3.63,0,2025-08-13 09:43:13
lr2e-6_dr0.4_wd1e-3,64,2e-06,0.4,0.001,62.84,65.66,-2.82,0,2025-08-13 09:43:35
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,49,2e-06,0.4,0.002,58.12,62.51,-4.39,1,2025-08-13 09:44:20
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,99,2e-06,0.4,0.001,61.64,65.88,-4.24,1,2025-08-13 09:44:23
lr2e-6_dr0.3_wd1e-3,98,2e-06,0.3,0.001,69.43,68.68,0.75,0,2025-08-13 09:44:36
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,90,2e-06,0.4,0.0005,62.44,68.24,-5.80,1,2025-08-13 09:44:37
lr2e-6_dr0.4_wd5e-4,70,2e-06,0.4,0.0005,65.03,67.35,-2.33,0,2025-08-13 09:44:48
lr2e-6_dr0.4_wd2e-3,35,2e-06,0.4,0.002,61.20,64.10,-2.90,0,2025-08-13 09:45:13
lr2e-6_dr0.4_wd1e-3,65,2e-06,0.4,0.001,62.95,66.24,-3.29,0,2025-08-13 09:45:39
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,100,2e-06,0.4,0.001,61.64,66.22,-4.58,1,2025-08-13 09:46:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,50,2e-06,0.4,0.002,57.64,63.12,-5.47,1,2025-08-13 09:46:24
lr2e-6_dr0.3_wd5e-4,127,2e-06,0.3,0.0005,72.89,69.01,3.88,0,2025-08-13 09:46:56
lr2e-6_dr0.4_wd2e-3,36,2e-06,0.4,0.002,61.59,64.87,-3.28,0,2025-08-13 09:47:14
lr2e-6_dr0.4_wd1e-3,66,2e-06,0.4,0.001,63.37,66.28,-2.91,0,2025-08-13 09:47:43
lr2e-6_dr0.3_wd1e-3,99,2e-06,0.3,0.001,69.20,68.28,0.92,0,2025-08-13 09:48:19
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,91,2e-06,0.4,0.0005,62.55,68.28,-5.74,1,2025-08-13 09:48:20
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,101,2e-06,0.4,0.001,61.93,66.59,-4.66,1,2025-08-13 09:48:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,51,2e-06,0.4,0.002,58.15,62.79,-4.65,1,2025-08-13 09:48:26
lr2e-6_dr0.4_wd5e-4,71,2e-06,0.4,0.0005,64.65,67.27,-2.62,0,2025-08-13 09:48:31
lr2e-6_dr0.4_wd2e-3,37,2e-06,0.4,0.002,61.79,64.25,-2.46,0,2025-08-13 09:49:18
lr2e-6_dr0.4_wd1e-3,67,2e-06,0.4,0.001,62.98,65.56,-2.58,0,2025-08-13 09:49:46
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,102,2e-06,0.4,0.001,61.90,66.65,-4.75,1,2025-08-13 09:50:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,52,2e-06,0.4,0.002,58.03,63.52,-5.49,1,2025-08-13 09:50:27
lr2e-6_dr0.3_wd5e-4,128,2e-06,0.3,0.0005,73.10,69.27,3.83,0,2025-08-13 09:50:38
lr2e-6_dr0.4_wd2e-3,38,2e-06,0.4,0.002,61.80,64.81,-3.01,0,2025-08-13 09:51:18
lr2e-6_dr0.4_wd1e-3,68,2e-06,0.4,0.001,62.67,66.14,-3.48,0,2025-08-13 09:51:47
lr2e-6_dr0.3_wd1e-3,100,2e-06,0.3,0.001,69.84,68.34,1.50,0,2025-08-13 09:52:00
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,92,2e-06,0.4,0.0005,62.59,68.10,-5.51,1,2025-08-13 09:52:01
lr2e-6_dr0.4_wd5e-4,72,2e-06,0.4,0.0005,64.48,67.33,-2.86,0,2025-08-13 09:52:11
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,103,2e-06,0.4,0.001,62.24,66.65,-4.41,1,2025-08-13 09:52:24
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,53,2e-06,0.4,0.002,57.58,63.01,-5.43,1,2025-08-13 09:52:28
lr2e-6_dr0.4_wd2e-3,39,2e-06,0.4,0.002,62.00,64.99,-3.00,0,2025-08-13 09:53:22
lr2e-6_dr0.4_wd1e-3,69,2e-06,0.4,0.001,63.30,66.04,-2.74,0,2025-08-13 09:53:50
lr2e-6_dr0.3_wd5e-4,129,2e-06,0.3,0.0005,72.56,69.47,3.09,0,2025-08-13 09:54:19
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,104,2e-06,0.4,0.001,62.39,66.73,-4.33,1,2025-08-13 09:54:26
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,54,2e-06,0.4,0.002,57.60,62.47,-4.87,1,2025-08-13 09:54:29
lr2e-6_dr0.4_wd2e-3,40,2e-06,0.4,0.002,61.80,64.75,-2.95,0,2025-08-13 09:55:25
lr2e-6_dr0.3_wd1e-3,101,2e-06,0.3,0.001,69.79,68.66,1.13,0,2025-08-13 09:55:41
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,93,2e-06,0.4,0.0005,62.93,68.14,-5.21,1,2025-08-13 09:55:42
lr2e-6_dr0.4_wd5e-4,73,2e-06,0.4,0.0005,65.19,67.68,-2.49,0,2025-08-13 09:55:50
lr2e-6_dr0.4_wd1e-3,70,2e-06,0.4,0.001,64.01,66.32,-2.32,0,2025-08-13 09:55:52
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,105,2e-06,0.4,0.001,61.45,66.32,-4.88,1,2025-08-13 09:56:25
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,55,2e-06,0.4,0.002,57.68,62.83,-5.16,1,2025-08-13 09:56:29
lr2e-6_dr0.4_wd2e-3,41,2e-06,0.4,0.002,61.79,64.81,-3.02,0,2025-08-13 09:57:28
lr2e-6_dr0.4_wd1e-3,71,2e-06,0.4,0.001,64.21,66.34,-2.14,0,2025-08-13 09:57:55
lr2e-6_dr0.3_wd5e-4,130,2e-06,0.3,0.0005,72.87,69.31,3.56,0,2025-08-13 09:58:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,106,2e-06,0.4,0.001,62.06,66.55,-4.49,1,2025-08-13 09:58:25
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,56,2e-06,0.4,0.002,57.96,63.30,-5.34,1,2025-08-13 09:58:28
lr2e-6_dr0.3_wd1e-3,102,2e-06,0.3,0.001,70.37,68.14,2.23,0,2025-08-13 09:59:21
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,94,2e-06,0.4,0.0005,62.77,68.08,-5.31,1,2025-08-13 09:59:22
lr2e-6_dr0.4_wd2e-3,42,2e-06,0.4,0.002,62.26,64.67,-2.41,0,2025-08-13 09:59:30
lr2e-6_dr0.4_wd5e-4,74,2e-06,0.4,0.0005,65.10,68.24,-3.14,0,2025-08-13 09:59:32
lr2e-6_dr0.4_wd1e-3,72,2e-06,0.4,0.001,63.73,65.84,-2.11,0,2025-08-13 09:59:57
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,107,2e-06,0.4,0.001,61.84,66.63,-4.78,1,2025-08-13 10:00:25
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,57,2e-06,0.4,0.002,58.16,63.30,-5.14,1,2025-08-13 10:00:29
lr2e-6_dr0.4_wd2e-3,43,2e-06,0.4,0.002,62.32,64.71,-2.39,0,2025-08-13 10:01:31
lr2e-6_dr0.3_wd5e-4,131,2e-06,0.3,0.0005,73.28,68.99,4.29,0,2025-08-13 10:01:43
lr2e-6_dr0.4_wd1e-3,73,2e-06,0.4,0.001,64.63,66.57,-1.93,0,2025-08-13 10:01:58
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,108,2e-06,0.4,0.001,62.80,67.09,-4.29,1,2025-08-13 10:02:25
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,58,2e-06,0.4,0.002,57.84,63.12,-5.28,1,2025-08-13 10:02:30
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,95,2e-06,0.4,0.0005,63.32,67.59,-4.27,1,2025-08-13 10:03:01
lr2e-6_dr0.3_wd1e-3,103,2e-06,0.3,0.001,70.26,69.07,1.20,0,2025-08-13 10:03:02
lr2e-6_dr0.4_wd5e-4,75,2e-06,0.4,0.0005,65.48,67.82,-2.34,0,2025-08-13 10:03:13
lr2e-6_dr0.4_wd2e-3,44,2e-06,0.4,0.002,62.52,64.85,-2.34,0,2025-08-13 10:03:31
lr2e-6_dr0.4_wd1e-3,74,2e-06,0.4,0.001,64.26,66.83,-2.57,0,2025-08-13 10:04:00
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,109,2e-06,0.4,0.001,62.25,66.75,-4.50,1,2025-08-13 10:04:25
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,59,2e-06,0.4,0.002,58.03,63.32,-5.29,1,2025-08-13 10:04:30
lr2e-6_dr0.3_wd5e-4,132,2e-06,0.3,0.0005,72.94,69.29,3.65,0,2025-08-13 10:05:23
lr2e-6_dr0.4_wd2e-3,45,2e-06,0.4,0.002,62.36,65.03,-2.67,0,2025-08-13 10:05:33
lr2e-6_dr0.4_wd1e-3,75,2e-06,0.4,0.001,64.38,66.57,-2.19,0,2025-08-13 10:06:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,110,2e-06,0.4,0.001,62.68,67.23,-4.56,1,2025-08-13 10:06:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,60,2e-06,0.4,0.002,58.28,63.18,-4.89,1,2025-08-13 10:06:32
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,96,2e-06,0.4,0.0005,63.57,68.56,-4.99,1,2025-08-13 10:06:40
lr2e-6_dr0.3_wd1e-3,104,2e-06,0.3,0.001,70.37,68.89,1.49,0,2025-08-13 10:06:45
lr2e-6_dr0.4_wd5e-4,76,2e-06,0.4,0.0005,65.38,67.90,-2.52,0,2025-08-13 10:06:52
lr2e-6_dr0.4_wd2e-3,46,2e-06,0.4,0.002,62.38,65.56,-3.18,0,2025-08-13 10:07:35
lr2e-6_dr0.4_wd1e-3,76,2e-06,0.4,0.001,64.38,67.25,-2.88,0,2025-08-13 10:08:02
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,111,2e-06,0.4,0.001,62.00,67.13,-5.14,1,2025-08-13 10:08:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,61,2e-06,0.4,0.002,57.65,62.83,-5.18,1,2025-08-13 10:08:32
lr2e-6_dr0.3_wd5e-4,133,2e-06,0.3,0.0005,73.19,69.35,3.84,0,2025-08-13 10:09:06
lr2e-6_dr0.4_wd2e-3,47,2e-06,0.4,0.002,62.82,65.48,-2.66,0,2025-08-13 10:09:37
lr2e-6_dr0.4_wd1e-3,77,2e-06,0.4,0.001,64.47,67.25,-2.78,0,2025-08-13 10:10:05
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,97,2e-06,0.4,0.0005,63.15,68.00,-4.85,1,2025-08-13 10:10:20
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,112,2e-06,0.4,0.001,62.05,66.85,-4.80,1,2025-08-13 10:10:23
lr2e-6_dr0.3_wd1e-3,105,2e-06,0.3,0.001,70.41,68.74,1.66,0,2025-08-13 10:10:26
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,62,2e-06,0.4,0.002,58.29,63.36,-5.07,1,2025-08-13 10:10:31
lr2e-6_dr0.4_wd5e-4,77,2e-06,0.4,0.0005,65.27,66.83,-1.55,0,2025-08-13 10:10:32
lr2e-6_dr0.4_wd2e-3,48,2e-06,0.4,0.002,62.57,65.17,-2.61,0,2025-08-13 10:11:37
lr2e-6_dr0.4_wd1e-3,78,2e-06,0.4,0.001,64.68,66.85,-2.17,0,2025-08-13 10:12:08
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,113,2e-06,0.4,0.001,62.66,66.99,-4.33,1,2025-08-13 10:12:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,63,2e-06,0.4,0.002,58.61,63.74,-5.13,1,2025-08-13 10:12:33
lr2e-6_dr0.3_wd5e-4,134,2e-06,0.3,0.0005,73.08,69.37,3.71,0,2025-08-13 10:12:48
lr2e-6_dr0.4_wd2e-3,49,2e-06,0.4,0.002,62.86,65.23,-2.37,0,2025-08-13 10:13:36
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,98,2e-06,0.4,0.0005,63.35,68.30,-4.95,1,2025-08-13 10:14:00
lr2e-6_dr0.3_wd1e-3,106,2e-06,0.3,0.001,70.57,68.91,1.66,0,2025-08-13 10:14:06
lr2e-6_dr0.4_wd1e-3,79,2e-06,0.4,0.001,64.88,67.62,-2.73,0,2025-08-13 10:14:08
lr2e-6_dr0.4_wd5e-4,78,2e-06,0.4,0.0005,65.11,68.28,-3.17,0,2025-08-13 10:14:11
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,114,2e-06,0.4,0.001,62.49,66.95,-4.45,1,2025-08-13 10:14:24
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,64,2e-06,0.4,0.002,58.44,62.77,-4.33,1,2025-08-13 10:14:34
lr2e-6_dr0.4_wd2e-3,50,2e-06,0.4,0.002,62.35,65.74,-3.38,0,2025-08-13 10:15:36
lr2e-6_dr0.4_wd1e-3,80,2e-06,0.4,0.001,64.62,67.90,-3.28,0,2025-08-13 10:16:10
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,115,2e-06,0.4,0.001,62.69,67.55,-4.87,1,2025-08-13 10:16:24
lr2e-6_dr0.3_wd5e-4,135,2e-06,0.3,0.0005,72.88,69.43,3.45,0,2025-08-13 10:16:31
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,65,2e-06,0.4,0.002,58.52,63.42,-4.90,1,2025-08-13 10:16:33
lr2e-6_dr0.4_wd2e-3,51,2e-06,0.4,0.002,62.54,65.80,-3.26,0,2025-08-13 10:17:38
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,99,2e-06,0.4,0.0005,63.49,68.58,-5.09,1,2025-08-13 10:17:40
lr2e-6_dr0.3_wd1e-3,107,2e-06,0.3,0.001,71.28,68.40,2.88,0,2025-08-13 10:17:46
lr2e-6_dr0.4_wd5e-4,79,2e-06,0.4,0.0005,66.09,67.82,-1.73,0,2025-08-13 10:17:52
lr2e-6_dr0.4_wd1e-3,81,2e-06,0.4,0.001,64.94,67.29,-2.35,0,2025-08-13 10:18:13
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,116,2e-06,0.4,0.001,62.46,67.35,-4.89,1,2025-08-13 10:18:23
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,66,2e-06,0.4,0.002,58.51,63.80,-5.29,1,2025-08-13 10:18:35
lr2e-6_dr0.4_wd2e-3,52,2e-06,0.4,0.002,62.57,65.94,-3.37,0,2025-08-13 10:19:40
lr2e-6_dr0.4_wd1e-3,82,2e-06,0.4,0.001,65.15,67.51,-2.37,0,2025-08-13 10:20:13
lr2e-6_dr0.3_wd5e-4,136,2e-06,0.3,0.0005,73.42,69.19,4.23,0,2025-08-13 10:20:13
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,117,2e-06,0.4,0.001,62.21,67.17,-4.96,1,2025-08-13 10:20:22
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,67,2e-06,0.4,0.002,58.52,63.98,-5.46,1,2025-08-13 10:20:37
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,100,2e-06,0.4,0.0005,63.95,68.42,-4.47,1,2025-08-13 10:21:19
lr2e-6_dr0.3_wd1e-3,108,2e-06,0.3,0.001,70.91,68.81,2.10,0,2025-08-13 10:21:27
lr2e-6_dr0.4_wd5e-4,80,2e-06,0.4,0.0005,66.13,67.82,-1.69,0,2025-08-13 10:21:31
lr2e-6_dr0.4_wd2e-3,53,2e-06,0.4,0.002,63.08,65.50,-2.42,0,2025-08-13 10:21:41
lr2e-6_dr0.4_wd1e-3,83,2e-06,0.4,0.001,65.30,67.55,-2.25,0,2025-08-13 10:22:14
lr2e-6_dr0.4_wd1e-3_focal_focal_focal,118,2e-06,0.4,0.001,62.83,67.07,-4.24,1,2025-08-13 10:22:20
lr2e-6_dr0.4_wd2e-3_focal_focal_focal,68,2e-06,0.4,0.002,58.74,63.66,-4.92,1,2025-08-13 10:22:40
